Insurance,https://portland-webworks.atlassian.net/browse/MDCI-441,Client Review,DCI,Planned integration/auto migration,,https://insurance.mo.gov/CompanyAgentSearch/search/SearchEnforcementActions.php,http://insurance-new.mo.gov/enforcement-actions,Enforcement Action Search
Insurance,,Client Review,DCI,- Enforcement action integration Planned integration/auto migration; see above; see also https://insurance.mo.gov/CompanyAgentSearch/search/search-agents.php,,https://insurance.mo.gov/CompanyAgentSearch/search/searchResults2.php?ID=1477,https://insurance-new.mo.gov/enforcement-actions,Insurance Agent/Agency Search
Insurance,,Not migrating,,Duplicate,,http://insurance.mo.gov/consumers/home/index.php,,Homeowners Insurance
Insurance,https://portland-webworks.atlassian.net/browse/MDCI-441,Not migrating,,DELETED / NOT MIGRATING,,http://insurance.mo.gov/renewin3/,,Insurance Producer Licensing Renewal
Insurance,https://portland-webworks.atlassian.net/browse/MDCI-321,Client Review,DCI,Needs to be moved When About landing page is created.,,https://insurance.mo.gov/about/pastdir.php,https://insurance-new.mo.gov/topic/31/past-directors,Past Directors of the Department of Insurance
Insurance,https://portland-webworks.atlassian.net/browse/MDCI-430,Not migrating,,Duplicate,,https://insurance.mo.gov/agents/ce/ce_application.php,,Continuing Education Providers
Insurance,https://portland-webworks.atlassian.net/browse/MDCI-430,Not migrating,,Duplicate; From DCI: Consolidate with other continuing education pages,,https://insurance.mo.gov/agents/ce/ce_ltc.php,,Long-Term Care Training Requirement
Insurance,https://portland-webworks.atlassian.net/browse/MDCI-430,Not migrating,,"Duplicate; From DCI: Content is somewhat unimportant compared to the link to SIRCON where the courses are accessed. Preference is to link to the law instead of explain the law. So as part of consolidation, this description can be reduced. The law must be shared, though. ",,https://insurance.mo.gov/agents/ce/ce_requirements.php,,Agent/Producer Continuing Education Requirements
Insurance,https://portland-webworks.atlassian.net/browse/MDCI-430,Content Review,Jim,,,https://insurance.mo.gov/agents/ce/ce_res.php,https://insurance-new.mo.gov/agentproducer-continuing-education-requirements,Agent/Producer Continuing Education Requirements
Insurance,https://portland-webworks.atlassian.net/browse/MDCI-391,In Progress,Alex,"From DCI: Consider distinction of providers, who provide training to the producers. This language is not always well understood. ",,https://insurance.mo.gov/agents/electronics.php,,Portable Electronics Insurance Licensing
Insurance,https://portland-webworks.atlassian.net/browse/MDCI-431,Not migrating,,Duplicate; From DCI: Will be built into Other Licensees page with accordions.,,https://insurance.mo.gov/agents/entity/entity_nonres_lic.php,,Non-Resident Business Entity Producer Licensing Requirements
Insurance,https://portland-webworks.atlassian.net/browse/MDCI-431,Not migrating,,"Duplicate; From DCI: Consider ways to clarify the path between resident and non-resident. Cards/tiles? ""Are you a Missouri resident?"" and other descriptive text to help. Consider using ""Business Entity Producers"" to distinguish entities. ",,https://insurance.mo.gov/agents/entity/entity_res_lic.php,,Resident Agency/Business Entity Producer Licensing
Insurance,https://portland-webworks.atlassian.net/browse/MDCI-431,Not migrating,,"Duplicate; From DCI: Consider ways to clarify the path between resident and non-resident. Cards/tiles? ""Are you a Missouri resident?"" and other descriptive text to help. Consider using ""Business Entity Producers"" to distinguish entities. ",,https://insurance.mo.gov/agents/entity/renew_license.php,,Renew Your License
Insurance,https://portland-webworks.atlassian.net/browse/MDCI-430,Not migrating,,"Duplicate; From DCI: Consider ways to clarify the path between resident and non-resident. Cards/tiles? ""Are you a Missouri resident?"" and other descriptive text to help. Consider using ""Business Entity Producers"" to distinguish entities. ",,https://insurance.mo.gov/agents/nonresident/nonres_agent_licmaint.php,,Maintaining Non-Resident License
Insurance,https://portland-webworks.atlassian.net/browse/MDCI-430,Not migrating,,"Duplicate; From DCI: ""Update"" is the preferred language over ""Maintain"". Note: We'll have significantly reduced pages, with a dedicated page, for instance, to non-resident producers, which will hold just about all the current content on the links in that section. ",,https://insurance.mo.gov/agents/nonresident/nonres_agent_licreq.php,,Non-Resident Producer Licensing Application & Requirements
Insurance,https://portland-webworks.atlassian.net/browse/MDCI-391,In Progress,Alex,"From DCI: ""Update"" is the preferred language over ""Maintain"". Note: We'll have significantly reduced pages, with a dedicated page, for instance, to non-resident producers, which will hold just about all the current content on the links in that section. ",,https://insurance.mo.gov/agents/publicadjusters.php,,Public Adjusters
Insurance,https://portland-webworks.atlassian.net/browse/MDCI-430,Not migrating,,"Duplicate; From DCI: Belongs in Other Licensees. Don't need to define public adjusters. Need friendly content that DCI will maintain, rather than trying to restate regulation that defines public adjuster. Eventually will link to an online portal for this. DCI can provide a sentence on PA and Solicitor. Possibly a singe page with accordions. ",,https://insurance.mo.gov/agents/resident/res_agent_licmaint.php,,Maintaining Your New Resident License
Insurance,https://portland-webworks.atlassian.net/browse/MDCI-430,Not migrating,,"Duplicate; From DCI: ""Update"" instead of ""Maintain"". Incorporate this into a larger page about Resident Producers. ",,https://insurance.mo.gov/agents/resident/res_agent_licreq.php,,Resident Producer Licensing Application & Requirements
Insurance,https://portland-webworks.atlassian.net/browse/MDCI-352,Client Review,DCI,"From DCI: Rotational gallery or images. Also videos, accordions. Largely bring over as-is. Video gallery? Replace custom CTAs with cards. ",,https://insurance.mo.gov/captive/,https://insurance-new.mo.gov/topic/11,Missouri Captive Insurance Program
Insurance,https://portland-webworks.atlassian.net/browse/MDCI-352,Content Review,Jim,Issue with wide table and sidebar menu,,https://insurance.mo.gov/captive/providers.php,https://insurance-new.mo.gov/topic/11/authorized-captive-insurance-service-providers-0,Authorized Captive Insurance Service Providers
Insurance,https://portland-webworks.atlassian.net/browse/MDCI-312,In Progress,Jim,Companies section would benefit from a low-fi design. From DCI: DCI will sit down with company reg folks to help organize information on the main companies page.,,https://insurance.mo.gov/companies/CertifiedReinsurers.php,https://insurance-new.mo.gov/certified-reinsurers,Current Certified Reinsurers
Insurance,https://portland-webworks.atlassian.net/browse/MDCI-441,In Progress,DCI,Page is setup w/ view DCI will be migrating the individual actions,,https://insurance.mo.gov/companies/co-regulation-actions.php,https://insurance-new.mo.gov/company-regulation-actions,Company Regulation Actions
Insurance,https://portland-webworks.atlassian.net/browse/MDCI-402,Not migrating,,DELETED / NOT MIGRATING,,https://insurance.mo.gov/companies/consumer-alert-business-interruption-covid19.php,,Consumer Alert: Business Interruption Insurance and COVID-19
Insurance,https://portland-webworks.atlassian.net/browse/MDCI-442,Content Review,,,,https://insurance.mo.gov/companies/how-to-submit-financial-filings.php,https://insurance-new.mo.gov/how-submit-financial-filings-dci,How to Submit Financial Filings with DCI
Insurance,https://portland-webworks.atlassian.net/browse/MDCI-441,Content Review,Sarah P,,,https://insurance.mo.gov/companies/ins-co-prod-filing-disapproval-actions.php,,Insurance Company Product Filing Disapproval Actions
Insurance,https://portland-webworks.atlassian.net/browse/MDCI-441,Content Review,Sarah P,,,https://insurance.mo.gov/companies/ins-co-rate-rule-form.php,,"Insurance Company Rate, Rule and Policy Form Filings"
Insurance,https://portland-webworks.atlassian.net/browse/MDCI-431,In Progress,Alex,,,https://insurance.mo.gov/companies/notices.php,,Notices
Insurance,https://portland-webworks.atlassian.net/browse/MDCI-312,Content Review,Jim,,,https://insurance.mo.gov/companies/other-reinsurers.php,https://insurance-new.mo.gov/reinsurers,Other Reinsurers
Insurance,https://portland-webworks.atlassian.net/browse/MDCI-441,Content Review,Sarah P,,,https://insurance.mo.gov/companies/receiv.php,https://insurance-new.mo.gov/topic/41/companies-receivership,Companies in Receivership
Insurance,https://portland-webworks.atlassian.net/browse/MDCI-312,Content Review,Jim,,,https://insurance.mo.gov/companies/ReciprocalJurisdictionReinsurers.php,https://insurance-new.mo.gov/reciprocal-jurisdiction-reinsurers,Reciprocal Jurisdiction Reinsurers
Insurance,https://portland-webworks.atlassian.net/browse/MDCI-441,Content Review,Sarah P,,,https://insurance.mo.gov/CompanyAgentSearch/AgentSearch/agentsearch.php,,Insurance Agent/Agency Search
Insurance,,Client Review,DCI,,,https://insurance.mo.gov/CompanyAgentSearch/CompanySearch/compSearch.php,https://insurance-new.mo.gov/find-insurance-company,Find an Insurance Company
